game_id,season,week,date,home_team,away_team,home_score,away_score,Winner,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_td,home_pass_int,home_pass_sacked,home_pass_sacked_yds,home_rush_att,home_rush_yds,home_rush_td,home_first_down,home_penalties,home_penalties_yds,home_fumbles_lost,home_plays_offense,home_fga,home_fgm,home_xpa,home_xpm,home_punt,home_punt_yds,home_turnovers,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_td,away_pass_int,away_pass_sacked,away_pass_sacked_yds,away_rush_att,away_rush_yds,away_rush_td,away_first_down,away_penalties,away_penalties_yds,away_fumbles_lost,away_plays_offense,away_fga,away_fgm,away_xpa,away_xpm,away_punt,away_punt_yds,away_turnovers,spread_line,total_line,home_moneyline,away_moneyline,stadium,roof,surface,temp,wind,game_type,weekday,gametime,location,home_coach,away_coach,referee
2014_01_MIN_STL,2014,1,9/7/2014,STL,MIN,6,34,MIN,,,,,,,,,,,,,,,,,,,,,,,17,25,170,2,0,0,0,32,185,1,17,11,99,0,81,2,2,4,4,0,0,0,3,43.5,-155,140,Edward Jones Dome,dome,astroplay,,,REG,Sunday,13:00,Home,Jeff Fisher,Mike Zimmer,Ed Hochuli
2014_01_SF_DAL,2014,1,9/7/2014,DAL,SF,17,28,SF,23,40,281,1,3,3,0,23,127,1,26,15,98,1,86,1,1,2,2,0,0,4,16,24,201,2,0,1,0,30,127,1,19,6,52,0,73,1,0,4,4,0,0,0,-3.5,49,139,-154,AT&T Stadium,closed,matrixturf,,,REG,Sunday,16:25,Home,Jason Garrett,Jim Harbaugh,Terry McAulay
2014_01_CAR_TB,2014,1,9/7/2014,TB,CAR,14,20,CAR,22,38,183,2,2,3,0,17,102,0,16,4,35,1,69,0,0,2,2,0,0,3,24,35,230,2,0,1,0,33,113,0,19,5,35,0,87,3,2,2,2,0,0,0,5.5,38.5,-225,201,Raymond James Stadium,outdoors,grass,88,6,REG,Sunday,16:25,Home,Lovie Smith,Ron Rivera,Peter Morelli
2014_01_IND_DEN,2014,1,9/7/2014,DEN,IND,31,24,DEN,22,37,269,3,0,1,0,32,102,1,24,8,50,0,96,1,1,4,4,0,0,0,35,56,370,2,2,3,0,14,54,1,24,8,65,0,91,1,1,3,3,0,0,2,8,52.5,-380,330,Sports Authority Field at Mile High,outdoors,grass,75,6,REG,Sunday,20:30,Home,John Fox,Chuck Pagano,Tony Corrente
2014_01_NYG_DET,2014,1,9/8/2014,DET,NYG,35,14,DET,22,34,346,2,0,1,0,30,76,2,20,5,35,0,80,3,2,3,3,0,0,0,18,35,163,1,2,2,0,22,53,1,16,7,75,0,79,0,0,2,2,0,0,2,6.5,45,-272,241,Ford Field,dome,fieldturf,,,REG,Monday,19:10,Home,Jim Caldwell,Tom Coughlin,Clete Blakeman
2014_01_SD_ARI,2014,1,9/8/2014,ARI,SD,18,17,ARI,24,40,304,2,0,2,0,27,109,0,21,8,55,2,88,2,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,3,45.5,-154,139,University of Phoenix Stadium,closed,grass,,,REG,Monday,21:20,Home,Bruce Arians,Mike McCoy,Bill Vinovich
2014_02_PIT_BAL,2014,2,9/11/2014,BAL,PIT,26,6,BAL,21,29,166,2,0,0,0,36,157,0,22,9,75,0,84,4,4,2,2,0,0,0,22,39,217,0,1,2,0,18,99,0,17,4,35,2,74,2,2,0,0,0,0,3,2.5,44,-150,136,M&T Bank Stadium,outdoors,sportturf,82,6,REG,Thursday,20:25,Home,John Harbaugh,Mike Tomlin,Ed Hochuli
2014_02_MIA_BUF,2014,2,9/14/2014,BUF,MIA,29,10,BUF,16,26,202,1,0,0,0,33,113,0,13,1,15,1,76,6,5,2,2,0,0,1,31,53,241,1,1,4,0,21,80,0,23,8,45,0,102,1,1,1,1,0,0,1,1,43,-113,102,Ralph Wilson Stadium,outdoors,a_turf,58,4,REG,Sunday,13:00,Home,Doug Marrone,Joe Philbin,Clete Blakeman
2014_02_DET_CAR,2014,2,9/14/2014,CAR,DET,24,7,CAR,22,39,281,1,0,4,0,24,62,1,20,6,48,0,80,3,3,1,1,0,0,0,27,52,291,1,1,4,0,18,70,0,21,3,30,2,89,2,0,1,1,0,0,3,1,43.5,-113,102,Bank of America Stadium,outdoors,grass,70,9,REG,Sunday,13:00,Home,Ron Rivera,Jim Caldwell,Jerome Boger
2014_02_ATL_CIN,2014,2,9/14/2014,CIN,ATL,24,10,CIN,16,24,302,1,0,0,0,45,170,2,21,6,41,0,92,4,1,3,3,0,0,0,24,46,231,1,3,2,0,19,97,0,19,8,70,0,83,1,1,1,1,0,0,3,5.5,48.5,-242,216,Paul Brown Stadium,outdoors,fieldturf,66,4,REG,Sunday,13:00,Home,Marvin Lewis,Mike Smith,Bill Vinovich
2014_02_NO_CLE,2014,2,9/14/2014,CLE,NO,26,24,CLE,24,42,204,1,0,1,0,31,122,1,23,6,54,0,93,2,2,2,2,0,0,0,27,42,237,2,1,2,0,27,174,1,26,3,15,1,89,1,1,3,3,0,0,2,-4.5,49.5,197,-220,FirstEnergy Stadium,outdoors,grass,61,6,REG,Sunday,13:00,Home,Mike Pettine,Sean Payton,Craig Wrolstad
2014_02_NE_MIN,2014,2,9/14/2014,MIN,NE,7,30,NE,19,42,202,1,4,6,0,19,54,0,17,13,138,0,86,1,0,1,1,0,0,4,14,22,149,1,0,1,0,37,150,1,16,9,83,0,82,3,3,3,3,0,0,0,-3.5,49,148,-164,TCF Bank Stadium,outdoors,fieldturf,58,0,REG,Sunday,13:00,Home,Mike Zimmer,Bill Belichick,Tony Corrente
2014_02_ARI_NYG,2014,2,9/14/2014,NYG,ARI,14,25,ARI,26,41,277,2,2,2,0,27,81,0,24,7,66,2,87,0,0,2,2,0,0,4,14,33,167,0,0,4,0,29,124,1,21,9,75,0,83,4,4,1,1,0,0,0,1,41.5,-115,104,MetLife Stadium,outdoors,fieldturf,66,1,REG,Sunday,13:00,Home,Tom Coughlin,Bruce Arians,John Parry
2014_02_DAL_TEN,2014,2,9/14/2014,TEN,DAL,10,26,DAL,18,36,234,1,2,2,0,13,82,0,13,2,1,0,68,1,1,1,1,0,0,2,19,33,176,1,0,4,0,43,220,1,26,7,54,1,95,4,4,2,2,0,0,1,3,49.5,-167,151,LP Field,outdoors,grass,75,2,REG,Sunday,13:00,Home,Ken Whisenhunt,Jason Garrett,Walt Coleman
2014_02_JAX_WAS,2014,2,9/14/2014,WAS,JAX,41,10,WAS,24,39,288,2,0,3,0,42,191,3,32,10,89,0,104,2,2,5,5,0,0,0,14,38,193,1,1,10,0,10,25,0,8,7,53,0,71,1,1,1,1,0,0,1,5,43,-220,197,FedExField,outdoors,grass,65,6,REG,Sunday,13:00,Home,Jay Gruden,Gus Bradley,Ronald Torbert
2014_02_SEA_SD,2014,2,9/14/2014,SD,SEA,30,21,SD,,,,,,,,,,,,,,,,,,,,,,,17,27,202,2,0,2,0,13,108,1,14,6,35,1,58,0,0,3,3,0,0,1,-4.5,45,201,-225,Qualcomm Stadium,outdoors,grass,94,8,REG,Sunday,16:05,Home,Mike McCoy,Pete Carroll,Peter Morelli
2014_02_STL_TB,2014,2,9/14/2014,TB,STL,17,19,STL,16,22,179,0,1,1,0,30,157,2,18,6,75,0,72,2,1,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,4,37.5,-205,184,Raymond James Stadium,outdoors,grass,88,8,REG,Sunday,16:05,Home,Lovie Smith,Jeff Fisher,Jeff Triplette
2014_02_KC_DEN,2014,2,9/14/2014,DEN,KC,24,17,DEN,21,27,242,3,0,1,0,19,88,0,19,6,52,0,65,1,1,3,3,0,0,0,26,44,255,0,0,2,0,31,133,2,28,12,81,0,98,2,1,2,2,0,0,0,13,49,-900,704,Sports Authority Field at Mile High,outdoors,grass,85,7,REG,Sunday,16:25,Home,John Fox,Andy Reid,Gene Steratore
