game_id,season,week,date,home_team,away_team,home_score,away_score,Winner,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_td,home_pass_int,home_pass_sacked,home_pass_sacked_yds,home_rush_att,home_rush_yds,home_rush_td,home_first_down,home_penalties,home_penalties_yds,home_fumbles_lost,home_plays_offense,home_fga,home_fgm,home_xpa,home_xpm,home_punt,home_punt_yds,home_turnovers,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_td,away_pass_int,away_pass_sacked,away_pass_sacked_yds,away_rush_att,away_rush_yds,away_rush_td,away_first_down,away_penalties,away_penalties_yds,away_fumbles_lost,away_plays_offense,away_fga,away_fgm,away_xpa,away_xpm,away_punt,away_punt_yds,away_turnovers,spread_line,total_line,home_moneyline,away_moneyline,stadium,roof,surface,temp,wind,game_type,weekday,gametime,location,home_coach,away_coach,referee
2015_07_DAL_NYG,2015,7,2015-10-25,NYG,DAL,27.0,20.0,NYG,13.0,26.0,170.0,0.0,0.0,2.0,0.0,25.0,132.0,1.0,13.0,2.0,11.0,1.0,69.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,17.0,28.0,227.0,1.0,3.0,1.0,0.0,41.0,233.0,1.0,27.0,8.0,48.0,0.0,90.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,44.5,-155.0,140.0,MetLife Stadium,outdoors,fieldturf,71.0,14.0,REG,Sunday,16:25,Home,Tom Coughlin,Jason Garrett,John Parry
2015_07_PHI_CAR,2015,7,2015-10-25,CAR,PHI,27.0,16.0,CAR,14.0,25.0,197.0,1.0,3.0,1.0,0.0,33.0,204.0,2.0,21.0,6.0,31.0,0.0,78.0,2.0,2.0,3.0,3.0,0.0,0.0,3.0,26.0,51.0,205.0,0.0,1.0,5.0,0.0,30.0,177.0,1.0,20.0,6.0,58.0,0.0,104.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,46.0,-137.0,124.0,Bank of America Stadium,outdoors,grass,71.0,0.0,REG,Sunday,20:30,Home,Ron Rivera,Chip Kelly,Craig Wrolstad
2015_07_BAL_ARI,2015,7,2015-10-26,ARI,BAL,26.0,18.0,ARI,20.0,31.0,275.0,2.0,0.0,2.0,0.0,28.0,150.0,1.0,21.0,7.0,61.0,1.0,78.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,26.0,44.0,252.0,1.0,1.0,3.0,0.0,16.0,55.0,1.0,18.0,6.0,43.0,0.0,82.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0,49.5,-455.0,389.0,University of Phoenix Stadium,closed,grass,,,REG,Monday,20:30,Home,Bruce Arians,John Harbaugh,Ron Torbert
2015_08_MIA_NE,2015,8,2015-10-29,NE,MIA,36.0,7.0,NE,26.0,40.0,356.0,4.0,0.0,2.0,0.0,26.0,95.0,0.0,24.0,10.0,74.0,0.0,92.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,28.0,49.0,300.0,0.0,2.0,5.0,0.0,13.0,15.0,1.0,18.0,5.0,35.0,0.0,83.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,51.0,-425.0,365.0,Gillette Stadium,outdoors,fieldturf,58.0,10.0,REG,Thursday,20:25,Home,Bill Belichick,Joe Philbin,Peter Morelli
2015_08_DET_KC,2015,8,2015-11-01,KC,DET,45.0,10.0,KC,20.0,31.0,149.0,2.0,0.0,3.0,0.0,32.0,206.0,4.0,23.0,9.0,86.0,0.0,81.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,23.0,44.0,227.0,1.0,2.0,6.0,0.0,14.0,81.0,0.0,16.0,2.0,15.0,0.0,79.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,45.0,-170.0,153.0,Wembley Stadium,outdoors,grass,50.0,2.0,REG,Sunday,09:30,Neutral,Andy Reid,Jim Caldwell,Jeff Triplette
2015_08_TB_ATL,2015,8,2015-11-01,ATL,TB,20.0,23.0,TB,37.0,46.0,397.0,2.0,1.0,1.0,0.0,27.0,101.0,0.0,27.0,11.0,75.0,3.0,95.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,16.0,31.0,177.0,1.0,0.0,2.0,0.0,32.0,117.0,1.0,21.0,8.0,92.0,0.0,87.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,8.0,47.5,-400.0,346.0,Georgia Dome,dome,fieldturf,,,REG,Sunday,13:00,Home,Dan Quinn,Lovie Smith,Ron Torbert
2015_08_SD_BAL,2015,8,2015-11-01,BAL,SD,29.0,26.0,BAL,25.0,40.0,319.0,1.0,0.0,3.0,0.0,25.0,72.0,1.0,23.0,5.0,66.0,0.0,85.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,4.5,50.0,-208.0,186.0,M&T Bank Stadium,outdoors,sportturf,63.0,10.0,REG,Sunday,13:00,Home,John Harbaugh,Mike McCoy,Gene Steratore
2015_08_MIN_CHI,2015,8,2015-11-01,CHI,MIN,20.0,23.0,MIN,22.0,34.0,211.0,1.0,0.0,1.0,0.0,25.0,97.0,1.0,17.0,3.0,33.0,0.0,77.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,17.0,31.0,187.0,1.0,1.0,1.0,0.0,25.0,147.0,0.0,17.0,5.0,40.0,0.0,76.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,-1.0,43.5,106.0,-117.0,Soldier Field,outdoors,grass,62.0,11.0,REG,Sunday,13:00,Home,John Fox,Mike Zimmer,John Hussey
2015_08_ARI_CLE,2015,8,2015-11-01,CLE,ARI,20.0,34.0,ARI,21.0,41.0,223.0,3.0,1.0,1.0,0.0,20.0,39.0,0.0,16.0,6.0,30.0,1.0,83.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,23.0,39.0,374.0,4.0,1.0,1.0,0.0,38.0,119.0,0.0,25.0,6.0,30.0,3.0,97.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,-7.0,46.0,271.0,-308.0,FirstEnergy Stadium,outdoors,grass,58.0,21.0,REG,Sunday,13:00,Home,Mike Pettine,Bruce Arians,Walt Coleman
2015_08_TEN_HOU,2015,8,2015-11-01,HOU,TEN,20.0,6.0,HOU,23.0,38.0,235.0,2.0,0.0,3.0,0.0,23.0,56.0,0.0,14.0,7.0,55.0,0.0,82.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,22.0,38.0,171.0,0.0,1.0,7.0,0.0,20.0,86.0,0.0,13.0,6.0,75.0,2.0,76.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.5,43.0,-185.0,166.0,NRG Stadium,closed,fieldturf,,,REG,Sunday,13:00,Home,Bill O'Brien,Ken Whisenhunt,Clete Blakeman
2015_08_NYG_NO,2015,8,2015-11-01,NO,NYG,52.0,49.0,NO,39.0,50.0,505.0,7.0,2.0,0.0,0.0,26.0,103.0,0.0,35.0,7.0,50.0,0.0,102.0,1.0,1.0,7.0,7.0,0.0,0.0,2.0,30.0,44.0,350.0,6.0,0.0,3.0,0.0,21.0,87.0,0.0,28.0,11.0,96.0,1.0,95.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,3.0,51.5,-167.0,151.0,Mercedes-Benz Superdome,dome,sportturf,,,REG,Sunday,13:00,Home,Sean Payton,Tom Coughlin,Craig Wrolstad
2015_08_CIN_PIT,2015,8,2015-11-01,PIT,CIN,10.0,16.0,CIN,28.0,48.0,262.0,1.0,3.0,3.0,0.0,19.0,116.0,0.0,20.0,11.0,108.0,0.0,92.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,23.0,41.0,231.0,1.0,2.0,3.0,0.0,23.0,78.0,0.0,16.0,9.0,77.0,0.0,84.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,49.0,-117.0,106.0,Heinz Field,outdoors,grass,62.0,11.0,REG,Sunday,13:00,Home,Mike Tomlin,Marvin Lewis,Tony Corrente
2015_08_SF_STL,2015,8,2015-11-01,STL,SF,27.0,6.0,STL,,,,,,,,,,,,,,,,,,,,,,,20.0,44.0,162.0,0.0,0.0,3.0,0.0,21.0,38.0,0.0,11.0,12.0,81.0,0.0,89.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,-400.0,346.0,Edward Jones Dome,dome,astroplay,,,REG,Sunday,13:00,Home,Jeff Fisher,Jim Tomsula,Jerome Boger
2015_08_NYJ_OAK,2015,8,2015-11-01,OAK,NYJ,34.0,20.0,OAK,,,,,,,,,,,,,,,,,,,,,,,31.0,50.0,311.0,2.0,1.0,3.0,0.0,21.0,74.0,0.0,22.0,7.0,65.0,0.0,90.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,-3.0,43.5,153.0,-170.0,O.co Coliseum,outdoors,grass,68.0,8.0,REG,Sunday,16:05,Home,Jack Del Rio,Todd Bowles,Ed Hochuli
2015_08_SEA_DAL,2015,8,2015-11-01,DAL,SEA,12.0,13.0,SEA,13.0,27.0,97.0,0.0,0.0,1.0,0.0,30.0,129.0,0.0,13.0,6.0,45.0,0.0,74.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,210.0,1.0,1.0,0.0,0.0,31.0,113.0,0.0,19.0,4.0,35.0,0.0,78.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,-4.5,41.5,186.0,-208.0,AT&T Stadium,closed,matrixturf,,,REG,Sunday,16:25,Home,Jason Garrett,Pete Carroll,Carl Cheffers
2015_08_GB_DEN,2015,8,2015-11-01,DEN,GB,29.0,10.0,DEN,21.0,29.0,340.0,0.0,1.0,0.0,0.0,34.0,160.0,3.0,24.0,4.0,35.0,0.0,82.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,14.0,25.0,77.0,0.0,0.0,3.0,0.0,21.0,90.0,1.0,14.0,9.0,73.0,0.0,68.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.5,46.0,120.0,-133.0,Sports Authority Field at Mile High,outdoors,grass,61.0,9.0,REG,Sunday,20:30,Home,Gary Kubiak,Mike McCarthy,John Parry
2015_08_IND_CAR,2015,8,2015-11-02,CAR,IND,29.0,26.0,CAR,16.0,37.0,248.0,2.0,1.0,2.0,0.0,36.0,140.0,1.0,17.0,5.0,45.0,2.0,98.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,23.0,49.0,231.0,2.0,3.0,2.0,0.0,35.0,136.0,0.0,19.0,3.0,25.0,1.0,106.0,4.0,4.0,2.0,2.0,0.0,0.0,4.0,5.0,44.5,-220.0,197.0,Bank of America Stadium,outdoors,grass,60.0,7.0,REG,Monday,20:30,Home,Ron Rivera,Chuck Pagano,Bill Vinovich
2015_09_CLE_CIN,2015,9,2015-11-05,CIN,CLE,31.0,10.0,CIN,21.0,29.0,234.0,3.0,0.0,2.0,0.0,37.0,152.0,1.0,23.0,2.0,18.0,0.0,81.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,15.0,36.0,168.0,1.0,0.0,3.0,0.0,17.0,69.0,0.0,13.0,4.0,30.0,0.0,69.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,45.5,-850.0,671.0,Paul Brown Stadium,outdoors,fieldturf,71.0,4.0,REG,Thursday,20:25,Home,Marvin Lewis,Mike Pettine,John Hussey
2015_09_MIA_BUF,2015,9,2015-11-08,BUF,MIA,33.0,17.0,BUF,11.0,15.0,181.0,1.0,0.0,3.0,0.0,36.0,266.0,3.0,18.0,8.0,65.0,0.0,73.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,27.0,38.0,316.0,0.0,0.0,2.0,0.0,24.0,108.0,2.0,29.0,13.0,91.0,1.0,87.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,44.0,-202.0,181.0,Ralph Wilson Stadium,outdoors,a_turf,49.0,7.0,REG,Sunday,13:00,Home,Rex Ryan,Joe Philbin,Carl Cheffers
2015_09_GB_CAR,2015,9,2015-11-08,CAR,GB,37.0,29.0,CAR,15.0,30.0,297.0,3.0,1.0,0.0,0.0,36.0,130.0,1.0,20.0,3.0,49.0,0.0,89.0,4.0,3.0,4.0,4.0,0.0,0.0,1.0,25.0,54.0,369.0,4.0,1.0,5.0,0.0,19.0,71.0,0.0,21.0,10.0,83.0,1.0,99.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,-2.0,45.5,109.0,-120.0,Bank of America Stadium,outdoors,grass,57.0,10.0,REG,Sunday,13:00,Home,Ron Rivera,Mike McCarthy,Gene Steratore
2015_09_STL_MIN,2015,9,2015-11-08,MIN,STL,21.0,18.0,MIN,15.0,28.0,159.0,0.0,1.0,1.0,0.0,36.0,145.0,2.0,20.0,12.0,76.0,0.0,94.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,40.0,-123.0,111.0,TCF Bank Stadium,outdoors,fieldturf,51.0,14.0,REG,Sunday,13:00,Home,Mike Zimmer,Jeff Fisher,Ron Torbert
2015_09_WAS_NE,2015,9,2015-11-08,NE,WAS,27.0,10.0,NE,26.0,39.0,299.0,2.0,1.0,0.0,0.0,37.0,161.0,1.0,26.0,6.0,43.0,1.0,93.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,22.0,41.0,217.0,1.0,1.0,1.0,0.0,15.0,37.0,0.0,16.0,4.0,27.0,1.0,72.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,13.5,51.5,-1100.0,828.0,Gillette Stadium,outdoors,fieldturf,54.0,12.0,REG,Sunday,13:00,Home,Bill Belichick,Jay Gruden,Terry McAulay
2015_09_TEN_NO,2015,9,2015-11-08,NO,TEN,28.0,34.0,TEN,28.0,43.0,387.0,3.0,1.0,4.0,0.0,27.0,61.0,1.0,27.0,8.0,69.0,0.0,95.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,28.0,40.0,371.0,4.0,0.0,0.0,0.0,28.0,112.0,0.0,24.0,6.0,58.0,2.0,87.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,7.0,50.0,-300.0,264.0,Mercedes-Benz Superdome,dome,sportturf,,,REG,Sunday,13:00,Home,Sean Payton,Ken Whisenhunt,Jerome Boger
2015_09_JAX_NYJ,2015,9,2015-11-08,NYJ,JAX,28.0,23.0,NYJ,21.0,36.0,272.0,2.0,0.0,2.0,0.0,28.0,29.0,2.0,14.0,8.0,51.0,1.0,92.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,24.0,46.0,381.0,2.0,2.0,6.0,0.0,19.0,98.0,0.0,19.0,2.0,20.0,1.0,82.0,3.0,3.0,2.0,2.0,0.0,0.0,3.0,7.5,42.0,-335.0,293.0,MetLife Stadium,outdoors,fieldturf,56.0,10.0,REG,Sunday,13:00,Home,Todd Bowles,Gus Bradley,Walt Coleman
2015_09_OAK_PIT,2015,9,2015-11-08,PIT,OAK,38.0,35.0,PIT,28.0,52.0,413.0,2.0,1.0,1.0,0.0,30.0,195.0,2.0,27.0,6.0,46.0,0.0,109.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0,47.5,-260.0,231.0,Heinz Field,outdoors,grass,54.0,5.0,REG,Sunday,13:00,Home,Mike Tomlin,Jack Del Rio,Bill Vinovich
2015_09_ATL_SF,2015,9,2015-11-08,SF,ATL,17.0,16.0,SF,15.0,26.0,185.0,2.0,2.0,0.0,0.0,38.0,133.0,0.0,18.0,5.0,48.0,0.0,84.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,30.0,47.0,303.0,1.0,0.0,2.0,0.0,14.0,17.0,0.0,17.0,6.0,45.0,0.0,81.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,-9.5,43.5,361.0,-420.0,Levi's Stadium,outdoors,grass,58.0,0.0,REG,Sunday,16:05,Home,Jim Tomsula,Dan Quinn,Tony Corrente
2015_09_NYG_TB,2015,9,2015-11-08,TB,NYG,18.0,32.0,NYG,19.0,37.0,247.0,0.0,0.0,0.0,0.0,23.0,136.0,1.0,19.0,7.0,60.0,3.0,80.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0,26.0,40.0,213.0,2.0,2.0,0.0,0.0,34.0,114.0,0.0,23.0,8.0,68.0,0.0,93.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,-1.5,49.0,104.0,-115.0,Raymond James Stadium,outdoors,grass,80.0,3.0,REG,Sunday,16:05,Home,Lovie Smith,Tom Coughlin,Clete Blakeman
2015_09_DEN_IND,2015,9,2015-11-08,IND,DEN,27.0,24.0,IND,21.0,37.0,252.0,2.0,0.0,1.0,0.0,40.0,120.0,1.0,24.0,10.0,78.0,0.0,99.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,21.0,37.0,281.0,2.0,2.0,1.0,0.0,14.0,35.0,0.0,16.0,1.0,5.0,0.0,67.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,-3.5,45.0,153.0,-170.0,Lucas Oil Stadium,open,fieldturf,,,REG,Sunday,16:25,Home,Chuck Pagano,Gary Kubiak,Brad Allen
2015_09_PHI_DAL,2015,9,2015-11-08,DAL,PHI,27.0,33.0,PHI,25.0,42.0,299.0,3.0,1.0,4.0,0.0,29.0,134.0,0.0,25.0,9.0,65.0,0.0,97.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,25.0,37.0,295.0,1.0,0.0,1.0,0.0,35.0,172.0,2.0,25.0,9.0,63.0,0.0,96.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,-3.0,43.5,149.0,-165.0,AT&T Stadium,closed,matrixturf,,,REG,Sunday,20:30,Home,Jason Garrett,Chip Kelly,Ed Hochuli
2015_09_CHI_SD,2015,9,2015-11-09,SD,CHI,19.0,22.0,CHI,,,,,,,,,,,,,,,,,,,,,,,27.0,41.0,345.0,2.0,1.0,1.0,0.0,30.0,109.0,1.0,25.0,4.0,34.0,1.0,86.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,3.5,49.0,-179.0,161.0,Qualcomm Stadium,outdoors,grass,63.0,9.0,REG,Monday,20:30,Home,Mike McCoy,John Fox,Craig Wrolstad
2015_10_BUF_NYJ,2015,10,2015-11-12,NYJ,BUF,17.0,22.0,BUF,15.0,35.0,193.0,2.0,2.0,1.0,0.0,24.0,128.0,0.0,15.0,4.0,30.0,2.0,77.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,17.0,31.0,158.0,1.0,0.0,4.0,0.0,33.0,148.0,0.0,13.0,4.0,34.0,0.0,85.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,2.5,41.5,-126.0,114.0,MetLife Stadium,outdoors,fieldturf,60.0,16.0,REG,Thursday,20:25,Home,Todd Bowles,Rex Ryan,Brad Allen
2015_10_JAX_BAL,2015,10,2015-11-15,BAL,JAX,20.0,22.0,JAX,34.0,47.0,316.0,3.0,2.0,1.0,0.0,21.0,89.0,0.0,22.0,1.0,10.0,1.0,82.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,22.0,49.0,188.0,2.0,1.0,3.0,0.0,22.0,90.0,0.0,21.0,12.0,141.0,1.0,94.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,4.0,47.0,-208.0,186.0,M&T Bank Stadium,outdoors,sportturf,60.0,10.0,REG,Sunday,13:00,Home,John Harbaugh,Gus Bradley,Peter Morelli
2015_10_DET_GB,2015,10,2015-11-15,GB,DET,16.0,18.0,DET,35.0,65.0,333.0,2.0,0.0,3.0,0.0,18.0,47.0,0.0,22.0,6.0,65.0,0.0,108.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,38.0,242.0,2.0,1.0,0.0,0.0,26.0,45.0,0.0,16.0,2.0,25.0,0.0,80.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,10.5,50.0,-590.0,491.0,Lambeau Field,outdoors,grass,55.0,7.0,REG,Sunday,13:00,Home,Mike McCarthy,Jim Caldwell,John Hussey
2015_10_MIA_PHI,2015,10,2015-11-15,PHI,MIA,19.0,20.0,MIA,33.0,52.0,392.0,1.0,1.0,4.0,0.0,35.0,83.0,1.0,29.0,10.0,118.0,0.0,116.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,21.0,40.0,217.0,2.0,0.0,4.0,0.0,26.0,99.0,0.0,15.0,5.0,20.0,0.0,88.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5.5,49.0,-230.0,205.0,Lincoln Financial Field,outdoors,grass,59.0,13.0,REG,Sunday,13:00,Home,Chip Kelly,Joe Philbin,Terry McAulay
2015_10_CLE_PIT,2015,10,2015-11-15,PIT,CLE,30.0,9.0,PIT,25.0,39.0,402.0,3.0,1.0,1.0,0.0,21.0,60.0,0.0,22.0,10.0,171.0,1.0,80.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,33.0,51.0,372.0,1.0,1.0,6.0,0.0,14.0,15.0,0.0,20.0,7.0,67.0,2.0,85.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,43.5,-308.0,271.0,Heinz Field,outdoors,grass,61.0,12.0,REG,Sunday,13:00,Home,Mike Tomlin,Mike Pettine,Ron Torbert
2015_10_CHI_STL,2015,10,2015-11-15,STL,CHI,13.0,37.0,CHI,,,,,,,,,,,,,,,,,,,,,,,19.0,26.0,258.0,3.0,0.0,2.0,0.0,37.0,153.0,1.0,17.0,4.0,22.0,1.0,82.0,3.0,3.0,4.0,4.0,0.0,0.0,1.0,7.5,42.0,-373.0,324.0,Edward Jones Dome,dome,astroplay,,,REG,Sunday,13:00,Home,Jeff Fisher,John Fox,Jeff Triplette
2015_10_DAL_TB,2015,10,2015-11-15,TB,DAL,10.0,6.0,TB,22.0,41.0,264.0,0.0,2.0,2.0,0.0,26.0,84.0,1.0,23.0,9.0,85.0,0.0,88.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,19.0,32.0,186.0,0.0,1.0,3.0,0.0,21.0,42.0,0.0,12.0,4.0,42.0,0.0,67.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,43.5,-101.0,-109.0,Raymond James Stadium,outdoors,grass,79.0,13.0,REG,Sunday,13:00,Home,Lovie Smith,Jason Garrett,Bill Vinovich
2015_10_CAR_TEN,2015,10,2015-11-15,TEN,CAR,10.0,27.0,CAR,16.0,25.0,185.0,0.0,1.0,1.0,0.0,21.0,64.0,1.0,11.0,2.0,15.0,1.0,61.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,21.0,30.0,217.0,1.0,0.0,5.0,0.0,34.0,119.0,2.0,24.0,7.0,60.0,0.0,83.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,-3.5,42.5,175.0,-195.0,Nissan Stadium,outdoors,grass,57.0,2.0,REG,Sunday,13:00,Home,Ken Whisenhunt,Ron Rivera,Walt Anderson
2015_10_NO_WAS,2015,10,2015-11-15,WAS,NO,47.0,14.0,WAS,20.0,28.0,324.0,4.0,0.0,3.0,0.0,31.0,209.0,0.0,23.0,7.0,31.0,0.0,79.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,19.0,30.0,209.0,2.0,2.0,2.0,0.0,25.0,158.0,0.0,16.0,5.0,45.0,0.0,76.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,-1.0,52.0,102.0,-113.0,FedExField,outdoors,grass,61.0,5.0,REG,Sunday,13:00,Home,Jay Gruden,Sean Payton,John Parry
2015_10_MIN_OAK,2015,10,2015-11-15,OAK,MIN,14.0,30.0,MIN,,,,,,,,,,,,,,,,,,,,,,,14.0,26.0,140.0,1.0,0.0,4.0,0.0,33.0,263.0,1.0,21.0,5.0,52.0,0.0,79.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,44.0,-164.0,148.0,O.co Coliseum,outdoors,grass,62.0,31.0,REG,Sunday,16:05,Home,Jack Del Rio,Mike Zimmer,Tony Corrente
2015_10_KC_DEN,2015,10,2015-11-15,DEN,KC,13.0,29.0,KC,19.0,49.0,181.0,1.0,5.0,5.0,0.0,17.0,69.0,1.0,18.0,10.0,107.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,17.0,33.0,204.0,1.0,0.0,2.0,0.0,32.0,106.0,1.0,13.0,6.0,50.0,0.0,89.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,4.0,42.0,-202.0,181.0,Sports Authority Field at Mile High,outdoors,grass,64.0,5.0,REG,Sunday,16:25,Home,Gary Kubiak,Andy Reid,Gene Steratore
2015_10_NE_NYG,2015,10,2015-11-15,NYG,NE,26.0,27.0,NE,24.0,47.0,361.0,2.0,0.0,3.0,0.0,23.0,80.0,0.0,21.0,8.0,93.0,1.0,94.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,26.0,45.0,334.0,2.0,1.0,3.0,0.0,23.0,77.0,1.0,22.0,7.0,49.0,1.0,91.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,-7.0,52.5,281.0,-320.0,MetLife Stadium,outdoors,fieldturf,60.0,8.0,REG,Sunday,16:25,Home,Tom Coughlin,Bill Belichick,Ed Hochuli
2015_10_ARI_SEA,2015,10,2015-11-15,SEA,ARI,32.0,39.0,ARI,14.0,36.0,240.0,1.0,1.0,2.0,0.0,18.0,115.0,2.0,18.0,10.0,97.0,0.0,79.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,29.0,50.0,363.0,3.0,1.0,3.0,0.0,33.0,117.0,1.0,30.0,12.0,90.0,2.0,114.0,3.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,43.5,-150.0,136.0,CenturyLink Field,outdoors,fieldturf,49.0,0.0,REG,Sunday,20:30,Home,Pete Carroll,Bruce Arians,Clete Blakeman
2015_10_HOU_CIN,2015,10,2015-11-16,CIN,HOU,6.0,10.0,HOU,22.0,42.0,197.0,0.0,1.0,4.0,0.0,20.0,74.0,0.0,16.0,10.0,89.0,1.0,84.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,17.0,36.0,192.0,1.0,1.0,3.0,0.0,25.0,82.0,0.0,15.0,4.0,35.0,0.0,81.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0,46.5,-470.0,400.0,Paul Brown Stadium,outdoors,fieldturf,53.0,4.0,REG,Monday,20:30,Home,Marvin Lewis,Bill O'Brien,Walt Coleman
2015_11_TEN_JAX,2015,11,2015-11-19,JAX,TEN,19.0,13.0,JAX,21.0,35.0,242.0,1.0,1.0,4.0,0.0,23.0,90.0,0.0,18.0,5.0,58.0,1.0,74.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0,22.0,39.0,231.0,0.0,0.0,4.0,0.0,26.0,104.0,1.0,22.0,9.0,89.0,1.0,90.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,41.5,-140.0,127.0,EverBank Field,outdoors,grass,75.0,5.0,REG,Thursday,20:25,Home,Gus Bradley,Ken Whisenhunt,Craig Wrolstad
2015_11_IND_ATL,2015,11,2015-11-22,ATL,IND,21.0,24.0,IND,25.0,47.0,280.0,3.0,3.0,1.0,0.0,24.0,100.0,0.0,21.0,6.0,43.0,1.0,91.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,23.0,34.0,213.0,2.0,2.0,2.0,0.0,27.0,74.0,0.0,16.0,7.0,68.0,1.0,81.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,3.5,47.5,-180.0,162.0,Georgia Dome,dome,fieldturf,,,REG,Sunday,13:00,Home,Dan Quinn,Chuck Pagano,Walt Anderson
